GROEPCODE,LINKCODE,ISLID,VOLGORDE,BEHEERNIVO,LINKBLOKIMAGE
ZH0167,JBUNT5,True,,0,True
&SUPVI,00003053,True,,0,True
ZH0068,00003828,True,,0,True
ZH0297,00004135,True,,0,True
&-EVS,JPOL4,True,,0,False
ZH1498,00001513,True,,0,True
ZH0061,00003781,True,,0,False
ZH1178,00001400,True,,0,False
ZH0982,CSTOOP2,True,,0,False
ZH0099,00002022,True,,0,False
ZH0294,LHAAGEN3,True,,0,False
ZH0380,MAZOUAGH,True,,0,False
ZH0106,RBRANDS5,True,,0,False
ZH0148,00001678,True,,0,True
ZH0814,GEEGDEMA,True,,0,False
000149,00001557,True,,0,False
ZH1557,RJOOSEN2,True,,0,False
ZH1357,SHAART,True,,0,True
ZH1561,00001882,True,,0,False
&-EVS,00004041,True,,0,True
ZH0936,BBUCHNER,True,,0,True
ZH0097,00001678,True,,0,True
ZH1141,00002022,True,,0,False
ZH0973,00002926,True,,0,True
000074,JSMIT18,True,,0,False
ZH0177,00001705,True,,0,True
000032,00001706,True,,0,True
ZH0124,JKROMHOU,True,,0,False
ZH0409,SSLOOFF,True,,0,True
ZH0145,00001676,True,,0,True
ZH0460,00001727,True,,0,True
000176,KWESTING,True,,0,False
ZH1141,00001722,True,,0,True
ZH0288,EMEINDE3,True,,0,False
ZH0293,00004131,True,,0,False
ZH0400,WHOEK3,True,,0,False
ZH1273,CRUIJTE6,True,,0,True
ZH0802,00001802,True,,0,True
ZH0280,00001810,True,,0,False
ZH0409,00001818,True,,0,True
000032,EGROOT3,True,,0,False
ZH1141,00001911,True,,0,True
ZH0965,00000978,True,,0,False
ZH0650,00001850,True,,0,False
000065,@G000171,True,,0,False
000171,@G000172,True,,0,False
000172,00001856,True,,0,True
000169,@G000173,True,,0,False
000021,ABERG18,True,,0,False
000170,@G000175,True,,0,False
ZH0475,00002962,True,,0,False
ZH1152,00002536,True,,0,False
ZH0114,TVERCOUL,True,,0,False
ZH0391,00002240,True,,0,True
ZH0324,ALUTEIJ2,True,,0,False
ZH0324,NSCHEP2,True,,0,False
ZH0185,DBRESSER,True,,0,False
&SUPVI,00003216,True,,0,False
ZH0553,00001928,True,,0,True
ZH0996,00003493,True,,0,True
&SUPVI,CMINDER2,True,,0,False
ZH1224,00003054,True,,0,True
000014,00001944,True,,0,True
ZH0379,00001933,True,,0,True
ZH0379,00001934,True,,0,True
ZH1357,00002926,True,,0,True
ZH1141,00002479,True,,0,True
ZH0412,00002927,True,,0,True
&SUPVI,SWEERD5,True,,0,False
ZH1338,00001941,True,,0,True
ZH0013,TMEIJS5,True,,0,True
ZH1141,TMEIJS5,True,,0,True
ZH0391,00001956,True,,0,True
ZH0801,00001909,True,,0,False
ZH0163,SCLARKE3,True,,0,False
ZH1223,MKORTLAN,True,,0,False
ZH0085,RBLOEMEN,True,,0,True
ZH1419,EHUISIN2,True,,0,False
000062,MWOSTEN2,True,,0,False
ZH0099,IOBDEIJ2,True,,0,False
ZH1141,IOBDEIJ2,True,,0,False
000062,SBOLAND2,True,,0,False
ZH0033,00000692,True,,0,False
ZH1057,00001461,True,,0,False
&SUPVI,CSTEVERI,True,,0,False
ZH0379,00002768,True,,0,False
ZH0075,DALTOMA2,True,,0,False
ZH0396,00002909,True,,0,True
ZH1498,00001486,True,,0,True
ZH0472,IZIJLST4,True,,0,False
ZH1375,PMAHABIE,True,,0,False
ZH0401,00001493,True,,0,False
ZH1550,00001493,True,,0,False
000014,00001493,True,,0,False
000059,00001493,True,,0,False
000062,00001493,True,,0,False
ZH0015,RVREEKEN,True,,0,False
000059,00000103,True,,0,False
ZH0401,JSALIJ2,True,,0,False
000059,JSALIJ2,True,,0,False
000014,JSALIJ2,True,,0,False
ZH1550,JSALIJ2,True,,0,False
ZH1338,APRAAG,True,,0,False
ZH0172,00002928,True,,0,True
ZH0050,GHILHORS,True,,0,False
ZH0239,AJONGE5,True,,0,False
ZH0472,00002820,True,,0,False
ZH0399,00002816,True,,0,True
ZH0061,GLIEBRAN,True,,0,False
ZH0245,00002029,True,,0,False
ZH0400,00002796,True,,0,False
ZH0094,00002839,True,,0,True
ZH1141,CANDEWE3,True,,0,False
ZH0571,00001529,True,,0,True
000055,SPLASMAN,True,,0,False
ZH0996,00002246,True,,0,True
ZH1374,00002928,True,,0,True
ZH1306,00001608,True,,0,True
ZH1338,00001621,True,,0,True
ZH1338,00001630,True,,0,True
ZH0386,00001656,True,,0,True
ZH0067,LURBAN,True,,0,True
ZH1224,00001666,True,,0,True
ZH0399,00001675,True,,0,True
ZH1118,00001691,True,,0,True
ZH1125,00001692,True,,0,True
ZH0409,00001693,True,,0,True
ZH1218,ASNETHL2,True,,0,True
ZH1517,DDROST2,True,,0,False
ZH1517,DKLOK,True,,0,False
ZH1517,LVEENEN8,True,,0,False
ZH0097,00003975,True,,0,True
ZH0084,00004112,True,,0,True
&-EVS,00004112,True,,0,True
&SUPVI,CKLEINRO,True,,0,False
000074,00001702,True,,0,True
ZH0346,00004096,True,,0,True
ZH0223,SLANGE10,True,,0,False
ZH1086,00001371,True,,0,True
ZH0307,00001719,True,,0,True
&SUPVI,00001719,True,,0,True
ZH0307,00001720,True,,0,True
&SUPVI,00001720,True,,0,True
ZH0146,00002045,True,,0,False
&SUPVI,00001722,True,,0,True
ZH0089,00001722,True,,0,True
ZH0033,00001723,True,,0,True
ZH0145,00001724,True,,0,True
ZH0400,00002445,True,,0,True
ZH0086,00001726,True,,0,True
ZH1086,00001726,True,,0,True
ZH0980,00001726,True,,0,True
&SUPVI,00001726,True,,0,True
000102,00002809,True,,0,False
ZH0133,00001728,True,,0,True
ZH1499,FVERBUR4,True,,0,False
ZH0097,00002517,True,,0,True
ZH0167,00002517,True,,0,True
ZH0285,YGOOSSE2,True,,0,False
ZH1207,00002029,True,,0,False
ZH0404,00001729,True,,0,True
ZH0089,SSTEK,True,,0,False
&SUPVI,00001731,True,,0,True
ZH1178,00001731,True,,0,True
000121,JJANNINK,True,,0,False
ZH1178,00001732,True,,0,True
&SUPVI,00001732,True,,0,True
ZH0346,00001752,True,,0,True
ZH1011,DVONDERV,True,,0,False
ZH0391,ISCHENE2,True,,0,False
ZH0247,00002029,True,,0,False
ZH0472,00000431,True,,0,False
ZH0394,00001560,True,,0,True
ZH0354,00004136,True,,0,False
ZH0880,00000431,True,,0,False
ZH0285,00002073,True,,0,False
ZH0078,MLINGEN,True,,0,False
ZH1177,00002875,True,,0,False
ZH0124,00003188,True,,0,True
ZH0013,AVINK2,True,,0,True
&SUPVI,LBOXMEE2,True,,0,False
ZH0981,VGROEN3,True,,0,True
&SUPVI,VGROEN3,True,,0,True
&SUPVI,SSTEK,True,,0,False
ZH0379,00001780,True,,0,True
ZH0379,00004273,True,,0,True
ZH1422,00001786,True,,0,True
ZH0378,00001821,True,,0,False
ZH1341,JPETERS6,True,,0,False
000065,@G000167,True,,0,False
ZH1371,DVENUS,True,,0,False
ZH1371,BEWALDS,True,,0,False
000172,WKENSWIE,True,,0,False
ZH0407,MWILLE16,True,,0,False
ZH0418,@G000183,True,,0,False
ZH0880,00001872,True,,0,False
ZH0094,00001911,True,,0,True
ZH0075,00000343,True,,0,False
ZH0223,SVELDHU5,True,,0,False
ZH0386,00001679,True,,0,True
ZH0409,00001697,True,,0,True
ZH0406,00001699,True,,0,True
ZH0287,BBONT2,True,,0,False
ZH0477,00003283,True,,0,True
ZH0391,00001782,True,,0,True
ZH1149,00003279,True,,0,False
ZH0087,AELIGH,True,,0,False
ZH0084,EBUSSEL6,True,,0,False
ZH1141,GKOROGLU,True,,0,False
ZH0460,00001799,True,,0,True
ZH0408,BIBRAHIM,True,,0,False
ZH0085,SESHUIS,True,,0,True
ZH1338,00001830,True,,0,True
ZH0033,GVERDOOR,True,,0,False
ZH0880,00002820,True,,0,False
ZH0391,00002842,True,,0,True
ZH0288,FSTROBBE,True,,0,False
ZH0185,00001852,True,,0,False
&SUPVI,BKOOMEN,True,,0,False
ZH1141,00001471,True,,0,True
000167,@G000168,True,,0,False
ZH0391,00001858,True,,0,True
ZH0768,JUIJL3,True,,0,False
ZH1338,00001865,True,,0,True
ZH0284,SMAANEN,True,,0,False
SPECHI,00002549,True,,0,True
ZH0289,DHEIJER3,True,,0,False
ZH0477,00001875,True,,0,True
000175,HNGUYEN3,True,,0,False
000085,HNGUYEN3,True,,0,False
000172,HNGUYEN3,True,,0,False
ZH1141,00004336,True,,0,True
ZH0204,JSEBREGT,True,,0,False
ZH0094,00003053,True,,0,True
000102,MSIERTS2,True,,0,False
ZH0571,00001902,True,,0,True
ZH0223,00003845,True,,0,False
ZH0571,00001903,True,,0,True
ZH0571,00001904,True,,0,True
ZH0571,00001905,True,,0,True
ZH0571,00001906,True,,0,True
ZH1502,HARETS,True,,0,False
ZH1499,00002111,True,,0,False
ZH1014,00001497,True,,0,False
ZH1408,JKOOREM2,True,,0,False
ZH1289,JKOOREM2,True,,0,False
ACCBEH,ZH001500,True,,0,True
ZH0996,FLAMMES,True,,0,True
ZH1387,MWESTERI,True,,0,False
ZH0013,00002594,True,,0,True
ZH0124,00000910,True,,0,False
ZH0391,BWEDUWEN,True,,0,True
ZH1141,FLAMMES,True,,0,True
ZH0124,MVERVOO4,True,,0,False
ZPGAH,00001960,True,,0,False
ZH0326,CWESTERI,True,,0,False
ZH1170,IZIJLST4,True,,0,False
ACCBEH,ZH001498,True,,0,True
ZH1141,AGHEDRI2,True,,0,False
ZH0192,00000726,True,,0,False
ZH0772,SLODEMA,True,,0,False
ZH1225,EPLOKKER,True,,0,False
ZH0148,SBOER13,True,,0,True
ZH0617,EBISEL,True,,0,False
ZH0138,00002052,True,,0,False
ZH1141,00000343,True,,0,False
ZH0391,AHAMRON2,True,,0,False
ZH0296,SRIEL4,True,,0,False
ZH0880,BDRONKER,True,,0,False
ZH0331,LHABETS4,True,,0,False
ZH0075,00002103,True,,0,True
ZH1499,00002122,True,,0,False
ZH1499,00002131,True,,0,False
ZH1499,00002152,True,,0,False
ZH1499,00002153,True,,0,False
ZH1499,00002154,True,,0,False
ZH1499,00002156,True,,0,False
ZH1499,00002157,True,,0,False
ZH1499,00002158,True,,0,False
ZH1274,00002162,True,,0,True
ZH1141,00002162,True,,0,True
ZH1512,00002166,True,,0,True
ZH0204,RMERSMAN,True,,0,False
ZH1478,00002085,True,,0,True
ZH1003,00002086,True,,0,True
BAPIN0,00000527,True,,0,False
ZH0166,BVRIJSEN,True,,0,False
APBMAP,00000527,True,,0,False
ZH1557,00000978,True,,0,False
ZH0408,00002174,True,,0,False
ZH1281,00002176,True,,0,True
ZH0391,00002180,True,,0,True
ZH0379,00002181,True,,0,True
ZH0013,00002183,True,,0,True
ZH1178,00003124,True,,0,True
&SUPVI,00003124,True,,0,True
ZH0067,00002184,True,,0,True
000062,SLINDE10,True,,0,False
ZH0391,00002204,True,,0,True
000062,00003972,True,,0,False
ZH0148,CSMULDER,True,,0,True
ZH0809,CSMULDER,True,,0,True
ZH0033,MSMIT5,True,,0,False
ZH1139,ASAIN2,True,,0,False
ZH1141,00002047,True,,0,True
ZH0124,WKORT2,True,,0,False
ZH1550,LJOOSTE5,True,,0,False
ZH1408,00002314,True,,0,True
ZH0333,MNUGTER2,True,,0,False
ZH1141,00002792,True,,0,True
ZH0085,BHOGEWO3,True,,0,True
ZH1177,WCOLLOTD,True,,0,False
000027,CKOOPAL,True,,0,False
ZH1178,TPELGRI4,True,,0,True
ZH1478,00002264,True,,0,False
ZH0409,00002265,True,,0,True
ZH1184,ASCHAADM,True,,0,False
ZH1074,KMUSKEN2,True,,0,False
ZH0099,EGEERDES,True,,0,False
ZH1141,EGEERDES,True,,0,False
ZH1291,TAARLE3,True,,0,False
ZH0400,00002268,True,,0,False
ZH0965,00003746,True,,0,True
ZH0518,NKONING3,True,,0,True
ZH0285,00003208,True,,0,False
ZH0477,00001709,True,,0,False
ZH0477,00001710,True,,0,False
ZH0477,00001711,True,,0,False
ZH0477,00001712,True,,0,False
ZH0277,00001716,True,,0,True
ZH0412,00003795,True,,0,False
ZH0148,SSAHBA,True,,0,False
ZH0407,00001737,True,,0,False
000031,ABOON,True,,0,False
ZH0406,00003058,True,,0,True
ZH1396,KAZAMPAN,True,,0,True
000156,AVLIET9,True,,0,False
ZH0418,@G000181,True,,0,False
ZH0408,00001920,True,,0,True
ZH0346,00001777,True,,0,True
BAPDO0,00001785,True,,0,False
BAPTP0,00001785,True,,0,False
BAPOP1,00001785,True,,0,False
BAPOK1,00001785,True,,0,False
BAPDA1,00001785,True,,0,False
BAPEP0,00001785,True,,0,False
000135,00001789,True,,0,False
ZH0239,IFABER,True,,0,True
ZH0406,00003072,True,,0,True
ZH1374,MUIL2,True,,0,False
ZH1347,RBORNEMA,True,,0,False
ZH1347,JPETERS6,True,,0,False
ZH0262,MAKKER2,True,,0,False
ZH0307,00002843,True,,0,True
ZPGAH,00003301,True,,0,False
ZH0060,00002850,True,,0,False
ZH1149,00002000,True,,0,False
ZH0060,00002851,True,,0,False
&DECAB,00002000,True,,0,False
ZH0613,DSURMELI,True,,0,False
ZH0060,00002852,True,,0,False
ZH0613,BKLAVERE,True,,0,False
ZH0013,00002861,True,,0,True
ZH0294,CKOOLWI2,True,,0,False
ZH1408,00001861,True,,0,True
ZH0379,00001864,True,,0,True
ZH1338,00001914,True,,0,True
ZH0382,BHELL,True,,0,False
ZH0391,BHELL,True,,0,False
ZH0403,00001917,True,,0,True
ZH0379,00001919,True,,0,True
ZH0392,00001919,True,,0,True
ZH0382,00001920,True,,0,True
000104,00001920,True,,0,True
ZH0185,00001921,True,,0,True
ZH0297,ALANGE5,True,,0,False
ZH0533,00000676,True,,0,False
ZH1550,NSCHUTT2,True,,0,False
&DECOK,JKOOREM2,True,,0,False
ZH0069,00003589,True,,0,False
ZH0787,JYACOUB,True,,0,False
ZH0787,MMAST4,True,,0,False
ZH1502,AHEIDE4,True,,0,False
ZH1499,00002138,True,,0,False
ZH0346,00002266,True,,0,True
ZH0391,EEVERAER,True,,0,True
ZH0399,EEVERAER,True,,0,True
ZH0083,00003750,True,,0,True
&STAND,00002297,True,,0,False
ZH0981,00002299,True,,0,True
DATMAN,@GDATTAN,True,,0,False
ZH0979,AHEINEN3,True,,0,False
ZH0664,@G000194,True,,0,False
ZH0449,EMEIJE18,True,,0,False
ZH1504,00002331,True,,0,False
ZH0767,00004250,True,,0,True
ZH0767,HHAM,True,,0,True
ZH0082,MKOLLEN2,True,,0,True
ZH1215,00002338,True,,0,True
ZH1487,WHAAR2,True,,0,False
ZH0197,00002391,True,,0,False
ZH1079,00002361,True,,0,False
ZH0406,00003220,True,,0,True
ZH1498,LSCHNEI3,True,,0,False
ZH0175,00004272,True,,0,True
ZH0294,AJONG41,True,,0,False
ZH1307,00000698,True,,0,False
ZH0409,00002586,True,,0,False
ZPGAH,00003302,True,,0,False
ZH1177,00004339,True,,0,False
ZH0294,CHEBEL3,True,,0,False
000021,UMAHAMU3,True,,0,False
ZH0294,UMAHAMU3,True,,0,False
ZH0061,MKRAATS2,True,,0,False
ZH0411,00002482,True,,0,True
ZH1141,AABDI2,True,,0,False
ZH1141,00002374,True,,0,False
000213,JHOUWEN2,True,,0,False
ZH0407,JEBBERS2,True,,0,False
ZH1114,00003872,True,,0,True
ZH0394,00002199,True,,0,False
ZH0068,MVERMUNT,True,,0,False
ZH0400,EDUIJNHO,True,,0,True
ZH0409,00002438,True,,0,True
000027,DKRUGER,True,,0,False
ZH0470,RZWET,True,,0,False
ZH1337,00002199,True,,0,False
ZH0202,00000726,True,,0,False
ZH0578,00002099,True,,0,False
ZH1083,00002099,True,,0,False
ZH1499,DGRIEKE2,True,,0,False
RESIMM,@G000181,True,,0,False
ZH1014,00000055,True,,0,False
&-EVS,00003517,True,,0,True
ZH0625,00002484,True,,0,False
ZH0005,ZH001431,True,,0,True
ZH0060,00002946,True,,0,False
000032,AVERHOEF,True,,0,False
000032,SVERHAG2,True,,0,False
ZH0255,00002243,True,,0,False
ZH0801,JERP,True,,0,False
&SUPVI,DKILINC,True,,0,False
&SUPVI,EBOER16,True,,0,False
&SUPVI,FKAUW3,True,,0,False
&SUPVI,FKORT3,True,,0,False
&SUPVI,FSCHEIJM,True,,0,False
&SUPVI,GBOER4,True,,0,False
&SUPVI,HHULSHO4,True,,0,False
&SUPVI,IKOOPMA4,True,,0,False
&SUPVI,IKRAAIE2,True,,0,False
ZH0400,00002188,True,,0,True
ZH0406,LVELDME2,True,,0,True
ZH0419,00002191,True,,0,True
ZH0396,00002196,True,,0,True
ZH1294,00002327,True,,0,True
ZH0979,00003097,True,,0,False
ZH0981,MSCHOTM2,True,,0,False
ZH1228,00002229,True,,0,True
ZH0394,00003896,True,,0,True
ZH1410,@GZH0419,True,,0,False
ZH1381,TBAKKER2,True,,0,False
ZH0287,MVERWIJ2,True,,0,False
ZH1223,SHAAGSM3,True,,0,False
ZH1074,00002241,True,,0,False
ZH0080,00002238,True,,0,True
ZH0285,EVUGT,True,,0,False
ZH0380,00002380,True,,0,True
ZH0400,00003210,True,,0,True
ZH1141,IDEMIRH2,True,,0,True
ZH0965,CLANDSAA,True,,0,False
ZH0553,00000938,True,,0,False
ZH1574,MRASING,True,,0,False
ZH1141,00000952,True,,0,True
ZH0261,JBOOTSM2,True,,0,False
ZH1141,00002237,True,,0,True
ZH1381,JBOOTSM2,True,,0,False
000181,00002769,True,,0,False
ZH0406,00002251,True,,0,True
ZH0037,MFRONIK,True,,0,False
ZH0799,SHARKISO,True,,0,False
ZH0400,00002262,True,,0,False
ZH0979,00000927,True,,0,True
ZH1338,00002454,True,,0,True
ZH0406,00002263,True,,0,True
ZH1292,TAARLE3,True,,0,False
ZH0464,00002316,True,,0,True
ZH1565,JGELUK3,True,,0,False
ZH0472,00001879,True,,0,True
ZH1167,00002662,True,,0,False
ZH0126,MMOLEN7,True,,0,False
ZH0086,00003960,True,,0,True
ZH0769,SHAAN16,True,,0,False
000173,00002288,True,,0,True
ZH0084,00002285,True,,0,True
&DECAB,PVERWEIJ,True,,0,False
ZH1338,00002284,True,,0,True
ZKH&,@G000027,True,,0,False
ZH1344,00002102,True,,0,True
ZH0093,00002299,True,,0,True
DATMAN,@GDATOOG,True,,0,False
ZH0401,00002283,True,,0,False
ZH1006,00003747,True,,0,False
ZH1499,GCREMER2,True,,0,False
ZH1499,JPOUW6,True,,0,False
ZH0237,CMEIJER9,True,,0,False
ZH0282,EVUGT,True,,0,False
ZH0996,00002305,True,,0,True
&DECAB,AILHAN,True,,0,False
ZH0400,00001123,True,,0,False
&SUPVI,00004298,True,,0,True
ZH0094,MKOLLEN2,True,,0,True
ZH0507,NKONING3,True,,0,True
ZH0285,MPUNT6,True,,0,False
ZH0280,MPUNT6,True,,0,False
000014,IBROUSA2,True,,0,False
ZH0292,YGOOSSE2,True,,0,False
ZH0280,AJANSE23,True,,0,False
ZH0085,00002428,True,,0,True
ZH0286,ISCHUFF2,True,,0,False
ZH0291,MGENDER7,True,,0,False
ZH1031,00002359,True,,0,False
ZH0801,MKOOLHAA,True,,0,False
ZH0185,00004050,True,,0,False
&DECAB,MBOLLEN,True,,0,False
ZH0099,00002374,True,,0,False
ZH1375,00004272,True,,0,True
ZH0203,EGOSSINK,True,,0,False
ZH0996,LOUTMANI,True,,0,True
ZH1003,00002036,True,,0,False
ZH0406,00002436,True,,0,True
ZH0965,00003940,True,,0,True
ZH0409,00003271,True,,0,True
ZH0400,00002442,True,,0,True
&DECOP,00002199,True,,0,False
ZH0799,HWUNDERI,True,,0,False
ZH1074,00002474,True,,0,False
ZH1279,MTERLIN2,True,,0,False
ZH0559,HASLAN,True,,0,True
&SUPVI,00002479,True,,0,True
ZH1338,TMAWLAZO,True,,0,True
ZH1178,00002479,True,,0,True
ZH0161,LBOSCH,True,,0,False
ZH0430,AVILASI,True,,0,False
ZH0588,00002485,True,,0,False
ZH0239,ADRIJVE4,True,,0,False
ZH1555,00002357,True,,0,False
ZH0293,MSEDIQI2,True,,0,False
ZH0124,MBAYSAN,True,,0,False
ZH0087,00003873,True,,0,True
ZH0965,00002497,True,,0,True
ZH0391,MSCHUURB,True,,0,True
000062,00001277,True,,0,False
ZH1499,BHAHN,True,,0,False
ZH0624,00004359,True,,0,False
&SUPVI,00004377,True,,0,True
000059,IBROUSA2,True,,0,False
ZH0401,IBROUSA2,True,,0,False
ZH1550,IBROUSA2,True,,0,False
000062,IBROUSA2,True,,0,False
ZH1557,IBROUSA2,True,,0,False
000074,00002519,True,,0,True
000032,ABERG20,True,,0,False
000032,KSMITS,True,,0,False
000032,KHOGENBI,True,,0,False
000032,JPLAGGE3,True,,0,False
000032,JMAATEN,True,,0,False
000032,IMOLINAR,True,,0,False
000032,MLEGEMA3,True,,0,False
000032,IGULDEMO,True,,0,False
000032,MSPIJKER,True,,0,False
000032,GWALBEEK,True,,0,False
000032,MWIERSM5,True,,0,False
000032,PRIJSMAN,True,,0,False
000032,GHARTING,True,,0,False
000032,EHEEK,True,,0,False
ZH0801,CBOSLAND,True,,0,False
ZH1224,00003120,True,,0,True
ZH1006,00003248,True,,0,False
ZH0082,00002267,True,,0,True
ZH0094,00002267,True,,0,True
ZH1141,00002278,True,,0,False
ZH0096,00002272,True,,0,False
ZH0119,00002278,True,,0,False
DATMAN,@GDATKNO,True,,0,False
DATMAN,@GDATKAA,True,,0,False
DATMAN,@GDATTRM,True,,0,False
DATMAN,@GDATORT,True,,0,False
DATMAN,@GDATPLA,True,,0,False
DATMAN,@GDATURO,True,,0,False
DATMAN,@GDATVAA,True,,0,False
ZH0504,DSTEINS,True,,0,False
ZH0491,DSTEINS,True,,0,False
ZH0516,DSTEINS,True,,0,False
ZH0507,DSTEINS,True,,0,False
ZH0506,DSTEINS,True,,0,False
ZH0518,DSTEINS,True,,0,False
ZH0517,DSTEINS,True,,0,False
ZH0488,DSTEINS,True,,0,False
ZH0083,00001983,True,,0,True
&SUPVI,RZWET,True,,0,False
ZH0294,ETROMP,True,,0,False
ZH0391,00002307,True,,0,True
ZH0346,00004098,True,,0,True
&SUPVI,00002935,True,,0,True
ZH1497,00002310,True,,0,True
000095,00004153,True,,0,False
ZH0406,00002311,True,,0,True
ZH0185,00002653,True,,0,True
ZH1141,00002525,True,,0,True
ZH0965,00001158,True,,0,False
ZH1410,00001147,True,,0,False
ZH1074,EGEERDES,True,,0,False
ZH0401,LMANNING,True,,0,False
ZH0767,TPARIDO3,True,,0,False
ZH0406,00003397,True,,0,True
ZH0285,IKOUTSO2,True,,0,False
ZH0571,MGEER,True,,0,False
ZH1487,00001980,True,,0,False
ZH0047,RLEEUWE7,True,,0,False
ZH0185,00002644,True,,0,True
ZH0184,00002409,True,,0,True
ZH0185,00002642,True,,0,True
ZH1275,HWUNDERI,True,,0,False
ZH1266,ATROELST,True,,0,False
ZH0799,ATROELST,True,,0,False
ZH1388,MMOURIK2,True,,0,False
ZH0063,00000135,True,,0,False
ZH1275,MMOURIK2,True,,0,False
ZH1266,MMOURIK2,True,,0,False
ZH0799,MMOURIK2,True,,0,False
ZH1266,MTIELEM4,True,,0,False
ZH0799,MTIELEM4,True,,0,False
ZH1000,00002490,True,,0,False
ZH1344,FRIGTER,True,,0,False
ZH1499,ISANTOSF,True,,0,True
ZH1499,MBROEK19,True,,0,True
ZH1499,EGUNSING,True,,0,False
ZH1499,CWARMER3,True,,0,False
000176,AGOUW,True,,0,False
000177,WJONKER3,True,,0,False
&SUPVI,IPETERS4,True,,0,False
&SUPVI,LONKENH2,True,,0,False
&SUPVI,GSONNEMA,True,,0,False
000027,RWELLIN2,True,,0,False
ZH0033,00002574,True,,0,True
ZH0033,00002575,True,,0,True
ZH1141,00002577,True,,0,False
ZH1338,00003607,True,,0,True
ZH0540,VBMON2,True,,0,False
ZH1171,00002102,True,,0,False
ZH0461,HDEINUM,True,,0,False
000027,00000768,True,,0,False
ZH0292,LSIMSEK2,True,,0,False
ZH1373,LBATENB2,True,,0,False
000059,00000254,True,,0,False
ZH0407,PWATER,True,,0,False
ZH0061,MSIERTS2,True,,0,False
ZH0285,00003492,True,,0,False
ZH0767,SBRANDS,True,,0,False
ZH0415,@G000180,True,,0,False
ZH1141,SESVELDT,True,,0,False
ONDNEU,CDIDDERE,True,,0,True
GVPDEC,@G000180,True,,0,False
ZH0980,00003551,True,,0,True
ZH1338,SWILLE20,True,,0,True
&SUPVI,00002651,True,,0,True
ZH0979,LHOFMEES,True,,0,False
ZH0047,00003732,True,,0,True
&-EVS,00003101,True,,0,False
ZH0173,00003770,True,,0,False
ZH1178,00003774,True,,0,True
ZH1371,SMULDER,True,,0,False
ZH0154,STORREGR,True,,0,True
000183,SRIETBRO,True,,0,False
000183,MBRENNIN,True,,0,False
ZH0656,@G000184,True,,0,False
ZH0658,@G000184,True,,0,False
ZH0655,@G000184,True,,0,False
ZH0651,@G000184,True,,0,False
ZH0654,@G000184,True,,0,False
ZH0653,@G000184,True,,0,False
ZH0657,@G000184,True,,0,False
ZH0652,@G000184,True,,0,False
ZH1261,@G000184,True,,0,False
ZH0061,00002809,True,,0,False
ZH0737,@G000187,True,,0,False
ZH0715,@G000187,True,,0,False
ZH0133,00003316,True,,0,True
ZH0685,@G000188,True,,0,False
ZH0704,@G000188,True,,0,False
ZH0696,@G000188,True,,0,False
ZH0667,@G000188,True,,0,False
ZH0063,00002394,True,,0,False
ZH0911,@G000189,True,,0,False
ZH0667,@G000189,True,,0,False
ZH0660,@G000189,True,,0,False
ZH0661,@G000194,True,,0,False
ZH0659,@G000190,True,,0,False
ZH0701,@G000190,True,,0,False
ZH0699,@G000190,True,,0,False
ZH0687,@G000190,True,,0,False
ZH1192,DLEMAIRE,True,,0,False
ZH0990,EMEIJE18,True,,0,False
&DECAB,LMOURIK2,True,,0,False
ZH0285,LREIJN2,True,,0,False
ZH1221,SSTEEN5,True,,0,False
ZH0469,00002373,True,,0,False
ZH1218,00002210,True,,0,True
ZH1218,00002194,True,,0,True
ZH0086,CFRANK2,True,,0,False
ZH0763,00004308,True,,0,False
ZH1086,CFRANK2,True,,0,False
ZH1338,00003755,True,,0,True
ZH0978,EBAARS2,True,,0,False
ZH1110,EBAARS2,True,,0,False
ZH0282,EKROSSE2,True,,0,False
ZH0285,EKROSSE2,True,,0,False
ZH1338,00003682,True,,0,True
ZH0404,LHOFMAN2,True,,0,False
ZH0391,LHOFMAN2,True,,0,False
ZH0063,00002954,True,,0,False
ZH0477,00002393,True,,0,False
ZH0173,00003749,True,,0,False
ZH0391,00000308,True,,0,True
ZH0391,00002372,True,,0,True
ZH0078,00002404,True,,0,True
ZH0215,00002481,True,,0,False
ZH0880,00002405,True,,0,True
ZH0348,00002415,True,,0,True
000176,ZH000412,True,,0,False
000067,00002687,True,,0,True
ZH0526,00002464,True,,0,False
ZH0395,00002465,True,,0,True
ZH0081,00002466,True,,0,True
ZH1141,00002482,True,,0,False
ZH1445,@G000176,True,,0,False
000177,ZH000412,True,,0,False
ZH1445,@G000177,True,,0,False
ZH0033,TKLARDIE,True,,0,False
ZH0375,ILEEUWE4,True,,0,False
ZH0196,RIEPERE2,True,,0,False
ZH1141,00001288,True,,0,False
ZH0066,00002520,True,,0,True
ZH1141,00002520,True,,0,True
ZH1281,00002521,True,,0,True
ZH0587,00002576,True,,0,False
ZH0225,LHEM,True,,0,False
APBEPD,00000527,True,,0,False
APBDDR,00000527,True,,0,False
ZH1141,EBEL3,True,,0,False
000144,TKNOPERT,True,,0,False
000222,00004327,True,,0,False
ZH1141,00002486,True,,0,False
ZH0475,LELSHOF2,True,,0,False
&SUPVI,LELSHOF2,True,,0,False
ZH0033,JHOEFS2,True,,0,False
ZPGAH,00002552,True,,0,False
000062,EBINSBER,True,,0,False
ZH1557,00000938,True,,0,False
