GRPUSRCODE,USERCODE,USERBLOKIMAGE,GROUPBLOKIMAGE
ZH001874,PROON,False,False
ZH001874,TSCHUUR2,False,False
ZH001874,ASEMOVIC,False,False
ZH001874,KSMULDER,False,False
ZH001874,00000307,False,False
00001503,AHAIJKEN,False,False
00001503,ALEHR,False,False
00001503,APIETER2,False,False
00001503,AZIJL2,False,False
00001503,CVISSE14,False,False
00001503,DBROUWE2,False,False
00001503,DNIEBOER,False,False
00001503,DSLABBER,False,False
00001503,EHAMSTRA,False,False
00001503,EHATTUM,False,False
00001503,EKUNNEMA,False,False
00001503,ELINDE11,False,False
00001503,FPAWIROD,False,False
BAPEPD,MKEIJZE8,False,False
00001503,GPOEKETI,False,False
00001503,GWATER,False,False
00001503,IREINTJE,False,False
00001503,JBOLHUIS,False,False
00001503,JHAALEN,False,False
00001503,JZANTEN7,False,False
00001503,LBEERTH2,False,False
00001503,LQUINT,False,False
00001503,MBERGEN,False,False
00001503,MBROER,False,False
00001503,MGROENLA,False,False
00001503,MKLIJN,False,False
00001503,MVERHOEV,False,False
00001503,MVOS30,False,False
00001503,NKREEFTE,False,False
00001503,PFENNEMA,False,False
00001503,RBOSHUIS,False,False
00001503,SBOESSE2,False,False
00001503,SCOOTEN,False,False
00001503,SLEEUWE4,False,False
00001503,SPLUG,False,False
00001503,TMULDER,False,False
ZH000683,00000660,False,False
ZH000821,FVELDHU2,False,False
ZH000730,MRODEN,False,False
ZH000608,MMIRKAR3,False,False
ZH001509,00000673,True,False
ZH000843,00000674,True,False
ZH000787,00000690,True,False
ZH001314,00001084,True,True
ZH001314,00001085,True,True
ZH001314,00001088,True,True
ZH001314,00001106,True,True
ZH001314,00001107,True,True
ZH001314,00001108,True,True
ZH001314,00001109,True,True
ZH001314,00001110,True,True
ZH001314,00001111,True,True
ZH000783,00001165,True,False
ZH000782,00001165,True,False
ZH000645,EOVERTOO,True,False
00001283,LMACKIEW,False,False
ZH000609,CREBEL3,False,False
ZH001818,00000450,False,False
ZH001064,PKESTER2,False,True
ZH000645,MCASTELI,False,False
ZH001512,00001334,True,False
00001453,RENGELE7,False,False
00001453,MGIESSEN,False,False
ZH000683,00001536,True,False
ZH000683,JJONGE9,True,False
ZH000683,00001809,True,False
00000090,JFELICIA,False,False
BAPRON,MDINGEM3,False,False
BAPRON,AKRAAK,False,False
BAPRON,RHANNATI,False,False
ZH001064,AGEELEN,False,True
ZH001064,MHORSSEN,False,True
ZH001064,MTOMASS1,False,True
ZH001064,PPEREIR2,False,True
ZH000730,THARINK,False,False
00000025,MGIESSEN,False,False
ZH001108,PKESTER2,False,False
ZH000818,EHALM,False,False
ZH001390,00001540,True,False
00000025,AKOSTE14,False,False
ZH001488,HBUITEN2,False,False
ZH001073,00001278,False,False
ZH000730,00001540,True,False
ZH000873,00001365,True,False
ZH000787,00001540,True,False
ZH000672,00001540,True,False
ZH000818,00001540,True,False
ZH000683,00001540,True,False
ZH000681,00001540,True,False
ZH000758,00001540,True,False
00000738,TKLAASS2,False,False
ZH001129,MDIJKMA5,False,False
ZH001129,MDOESBU2,False,False
ZH000758,MDONKER3,False,False
ZH000672,RVERSCHU,False,False
ZH000672,TBOUWMAN,False,False
ZH000672,AKROON10,False,False
APBVOE,SRUNIA,False,True
APBVOE,FLEEUWE6,False,True
ZH000987,BVERHOE2,False,False
ZH000745,00000695,True,False
00000678,BVERHOE2,False,False
ZH001512,PBAAUW,False,False
ZH001314,00001083,True,True
00000683,00001193,False,False
ZH001213,00001924,True,False
ZH001904,DKENTER,False,False
SYSBH,LBAKKE11,False,True
ZH000789,PBOK3,False,False
ZH000789,MKOERT,False,False
ZH001509,00001237,True,False
ZH001064,MMUL,False,True
ZH001064,LVERNOO6,False,True
ZH000677,00001350,False,False
ZH000679,00001350,False,False
ACCBEH,00001394,False,False
SYSBH,00001394,False,True
BAPAGE,00001394,False,False
BAPEPD,00001394,False,False
BAPDOC,00001394,False,False
BAPFUN,00001394,False,False
ZH000758,00001413,True,False
ZH000984,00001440,False,False
ZH000985,00001440,False,False
ZH000986,00001440,False,False
ZH000987,00001440,False,False
ZH001072,00001441,False,False
ZH001216,DGOUW3,False,False
ZH001216,EWANNET2,False,False
ZH001216,IBRUGGE2,False,False
ZH001216,RGOES,False,False
ZH001407,00001493,False,True
ZH000681,00001495,True,False
ZH000681,00001499,True,False
ZH000681,00001500,True,False
ZH001508,NJORRITS,False,False
00000226,PAKKER,False,False
SYSBH+,HVISSE11,False,True
00000623,00000728,True,False
ZH001512,AZOETELI,False,False
ZH000984,00001118,False,False
ZH000985,00001118,False,False
ZH000986,00001118,False,False
ZH000987,00001118,False,False
00001009,00000224,False,False
ZH000783,HBUITEN2,False,False
ZH001509,00001225,True,False
ZH000843,JJENNER,True,False
ZH000873,00001229,False,False
ZH001073,00001272,True,False
ZH001509,CPETERS7,False,False
ZH000818,IOOSTENB,False,False
ZH000787,ERIETBRO,False,False
ZH000843,FHEIDEN2,False,False
ZH000645,JPOUW3,True,False
ZH000681,00001569,True,False
ZH000744,00001570,True,False
ZH001066,SHOLTHUI,True,False
ZH001099,DWANNET2,False,False
00000284,00001315,False,False
ZH001503,00001315,False,False
ZH001390,AJOL,False,False
APBFAK,THOOGAN2,False,True
ZH001064,IHAZEKAM,False,True
ZH001064,DEIKELEN,False,True
ZH001064,AHARTMA4,False,True
ZH001503,FGAMEREN,False,False
ZH000783,00000665,True,False
SYSBH,YWILLEMS,False,True
ZH001498,YWILLEMS,False,True
ZH000609,KRU,False,False
ZH000608,KRU,False,False
ZH001099,LVOGELA2,False,False
ZH001099,DVOOGD,False,False
ZH001407,BBURGER2,True,True
ZH000783,00000793,True,False
00000796,MGALEN2,False,False
00000796,CVINKENV,False,False
ZH001099,00000807,True,False
00001503,TNAGELHO,False,False
ZH000645,00000941,True,False
ZH000787,00001070,True,False
00001074,BUTRECHT,False,False
00001074,JMOLEN2,False,False
00001074,MBALVERT,False,False
00001074,ZH001016,False,False
00001074,MSING,False,False
ZH000607,00000659,False,False
ZH001504,JPOMP,False,False
ZH000681,FKEIZER,False,False
ZH000672,HVERSCHR,False,False
ZH001509,00000240,False,False
ZH001509,00000256,False,False
ZH001509,00000258,False,False
ZH001509,00000260,False,False
ZH001509,00000672,True,False
ZH001509,00000359,True,False
ZH001509,00000661,True,False
ZH001831,LVOGELA2,False,False
ZH000843,MLEEMAN2,False,False
ZH001866,00000719,False,False
ZH001407,00000719,False,True
ZH001409,MELSINGA,False,True
ZH001431,MELSINGA,False,True
00000623,JRAM,False,False
ZH000818,DMIDDEN,False,False
ZH000730,00001771,True,False
ZH001488,INIJKAM2,False,False
ZH000745,INIJKAM2,False,False
ZH001488,DHOP2,False,False
ZH000825,LZOET,False,False
ZH000788,00000924,True,False
ZH000843,KKLINKER,False,False
BAPOK,FSUTTON,False,False
BAPOK,EBEVEREN,False,False
ZH000609,JVERSLU3,False,False
00001503,TWIELING,False,False
00001503,YBREUER,False,False
00001503,YJONUZOV,False,False
ZH000730,KKLINKER,False,False
ZH000843,SGOES,False,False
ZH000730,JKOLK2,False,False
ZH000818,00001543,True,False
ZH000818,00001544,True,False
ZH000818,00001545,True,False
ZH000818,00001546,True,False
ZH001390,DMIDDEN,False,False
ZH000730,00001772,True,False
ZH000730,00001774,True,False
ZH001390,00001781,True,False
ZH000818,00001781,True,False
ZH001314,00001089,True,True
ZH001509,ETIEBOUT,False,False
ZH000681,SOUDEMAA,False,False
BAPVPK,PBAKKER3,False,False
ZH001425,SOMMEREN,False,False
CS000013,HVISSE11,False,False
ZH000012,00000771,True,False
ZH001425,DSCHURI3,False,False
ZH000758,00000774,True,False
ZH000758,00000775,True,False
ZH001072,00000779,False,False
ZH001064,AVRIESS3,False,True
SYSBH,00002682,False,True
00000306,00000296,True,False
ZH001314,00001090,True,True
ZH001314,00001091,True,True
ZH001314,00001092,True,True
ZH001314,00001093,True,True
ZH001314,00001095,True,True
ZH001314,00001097,True,True
ZH001314,00001098,True,True
ZH001314,00001099,True,True
ZH001314,00001100,True,True
ZH001314,00001101,True,True
ZH001314,00001102,True,True
ZH001314,00001103,True,True
ZH001314,00001104,True,True
ZH001314,00001105,True,True
00000125,00002695,True,False
ZH001066,00001462,False,False
ZH000685,00001222,False,False
ZH000681,00000660,False,False
BAPAGE,00000588,False,False
ZH000843,GMEKENK2,False,False
ZH001904,LPATERNO,False,False
ZH001904,PSMEDING,False,False
ZH001904,DJONKERS,False,False
ZH001904,MZYL,False,False
ZH001904,PZWAN,False,False
ZH001904,DHEINEN,False,False
ZH001904,JTIMMERH,False,False
BAPEPD,HVISSE11,False,False
ZH001904,MCLARE,False,False
ZH001904,DIERSEL,False,False
ZH001904,JDIJK17,False,False
ZH001904,RWAROUX2,False,False
ZH001904,LBOUKAZI,False,False
ZH001904,MVERHO21,False,False
ZH001904,JSLINGER,False,False
ZH001904,ABRINTON,False,False
ZH001904,MHUUSSEN,False,False
ZH001904,CMEULENK,False,False
ZH001904,EHOLSTE2,False,False
ZH001904,ISCHELL2,False,False
ZH001074,00002753,False,False
ZH001349,SLESTARI,False,False
ZH000730,AELHORST,False,False
ZH000758,ESCHRIJV,False,False
ZH000818,ESCHUTTE,False,False
ZH000685,ESCHUUR3,False,False
ZH000745,ESEGERS,False,False
ZH000783,ESIMONS,False,False
ZH001407,AKALLOUC,False,True
ZH001407,AKAMALO2,False,True
ZH001407,AKANDIL,False,True
ZH001407,00000124,False,True
ZH001407,AKOOL3,False,True
ZH001407,AKOOTEN2,False,True
ZH001407,AKORTE2,False,True
ZH001407,00000604,False,True
ZH001407,AKRAAIJ3,False,True
ZH001407,AKRAAK,False,True
ZH001407,AKROESE2,False,True
ZH001407,AKRUIF2,False,True
ZH001407,AKUIL3,False,True
ZH000745,YSCHIPP2,False,False
ZH001407,ALEIJENA,False,True
ZH001407,ALINKS,False,True
ZH001407,AMOURIK2,False,True
ZH001407,AMOURIK8,False,True
ZH001407,AMOUT,False,True
ZH001407,AMUNSTE2,False,True
ZH001407,ZH000104,False,True
ZH001407,00000055,False,True
ZH001407,ANIEUWHO,False,True
ZH001407,00000240,False,True
ZH001407,AOOSTMEI,False,True
ZH001407,AOOSTVE3,False,True
ZH001407,AOTTEN5,False,True
ZH001407,APERK,False,True
ZH001407,APESKENS,False,True
ZH001407,APIETER2,False,True
ZH001407,APLAT,False,True
ZH001407,APRETER,False,True
ZH001407,ZH001915,False,True
ZH001407,ARIJK4,False,True
ZH001407,AROELEDE,False,True
ZH001407,AROELFS2,False,True
ZH001407,AROEST4,False,True
ZH001407,AROSENBE,False,True
ZH001407,ARUESINK,False,True
ZH001407,ARUITEN2,False,True
ZH001407,ARUTTEN,False,True
ZH001407,ASCHULP,False,True
ZH001407,ASCHUUR8,False,True
ZH001407,ASEMOVIC,False,True
ZH001407,00000164,False,True
ZH001407,ASNEL,False,True
ZH001407,ASNETHLA,False,True
ZH001407,ASPIJKE5,False,True
ZH001407,ASTADES,False,True
ZH001407,ASTAM7,False,True
ZH001407,00000106,False,True
ZH001407,00000308,False,True
ZH001407,00000096,False,True
ZH001407,ATUINENB,False,True
ZH001407,ATUNTELD,False,True
ZH001407,ATWEEHUI,False,True
ZH001407,AVANDER4,False,True
ZH001407,ZH000026,False,True
ZH001407,AVEEN2,False,True
ZH001407,00000174,False,True
ZH001407,AVERST10,False,True
ZH001407,AVILASI,False,True
ZH001407,AVRIESS3,False,True
ZH001407,AWALLE2,False,True
ZH001407,AWEIJER2,False,True
ZH001407,AWEISTRA,False,True
ZH001407,AWENDELD,False,True
ZH001407,AWESSELI,False,True
ZH001407,AZIERMAN,False,True
ZH001407,AZIJL2,False,True
ZH001407,00000175,False,True
ZH001407,AZOMER2,False,True
ZH001407,AZUILEN,False,True
ZH001407,AZWAAN,False,True
ZH001407,BBAARS,False,True
ZH001407,BBAKKER2,False,True
ZH001407,BBARTEL4,False,True
ZH001407,00000256,False,True
ZH001407,BBOTMA,False,True
ZH001407,00000152,False,True
ZH001407,BDEIJLE2,False,True
ZH001407,BDRONKE2,False,True
ZH001407,BGEURTS4,False,True
ZH001407,BGRAF,False,True
ZH001407,BHELLEM3,False,True
ZH001407,BHENGEV2,False,True
ZH001407,BHOOGENB,False,True
ZH000012,00000611,False,False
ZH000040,00000611,False,False
BAPVPK,00000611,False,False
ZH001909,00000611,False,False
ZH001357,00000611,False,False
SYSBH,00000611,False,True
ZH001307,FSTRATEN,False,False
00000232,JHOVELL,False,False
ZH000730,FBOGERD,False,False
ZH001488,SBRINK13,False,False
ZH001031,TPILICE2,False,False
00000413,JWESTRIK,False,True
00000413,APLAT,False,True
00000413,CPOMPE,False,True
SYSBH,MRINGELB,False,True
ZH001064,MRINGELB,False,True
ZH000825,00000440,False,False
00000623,AKROON10,False,False
ZH000818,RBUDIART,False,False
ZH001064,ZH000159,False,True
ZH001129,ZH001130,True,False
ZH000818,QWAGENAA,False,False
00000516,ERIJN2,False,False
00000516,ABEIJERM,False,False
00000516,TKRUIJFF,False,False
ZH001875,LBLOK2,False,False
ZH001875,00000517,False,False
00000226,MVELDE9,False,False
00000623,PLEMMEN2,False,False
ZH001874,LBLOK2,False,False
00000226,CSPRENGE,False,False
ZH001498,MBROER,False,True
ZH001509,AVLIET,True,False
ZH000782,AEMOUS,False,False
ZH001407,BBUS,True,True
ZH001407,ERAAY,True,True
ZH000745,AGAZQUEZ,False,False
ZH000685,AGEEST3,False,False
ZH000730,AGOEDEGE,False,False
ZH001066,AGROENES,False,False
BAPKLI,LMACKIEW,False,False
ZH001509,SYOUSEF2,False,False
ZH000758,00001026,True,False
00000025,PAKKER,False,False
ZH000783,AGROOT8,False,False
ZH000783,AGROOTEN,False,False
ZH000873,BHAGEDOO,False,False
ZH000685,BHANSEN2,False,False
ZH000745,BHEMSTRA,False,False
ZH000818,BHORJUS,False,False
ZH000946,BHUISMAN,False,False
ZH000681,BHULST4,False,False
ZH001874,00000517,False,False
ZH001874,00000915,True,False
ZH001513,MWARRIS,False,False
ZH001314,WERKST_T,True,True
ZH001459,LMANEN,False,False
ZH000685,BJANSSE4,False,False
ZH000783,BJONG2,False,False
ZH001459,GPUTTEN,False,False
ZH001459,AWISMEIJ,False,False
ZH001459,SKLEINV2,False,False
ZH001459,RWIGBERS,False,False
ZH001459,APLAUM,False,False
ZH001459,ADAM,True,False
ZH000818,BJONG9,False,False
ZH000683,BKEMME,False,False
ZH000843,BKEMPERS,False,False
ZH000986,DEIJK,False,False
ZH000987,DEIJK,False,False
ZH000681,DES,False,False
ZH000672,DFORTKA2,False,False
ZH000843,DGOUMAN,False,False
ZH000783,DHAARLEM,False,False
ZH000683,DHAVERLA,False,False
ZH000683,DHEESTE3,False,False
ZH000681,DHEUVEL5,False,False
ZH001073,00000966,True,False
BAPKLI,AKOSTE14,False,False
00000683,00000160,False,False
00000683,00000177,False,False
ZH000745,DHOXE,False,False
00000683,AOSKAM4,False,False
00000683,00000164,False,False
00000683,00000174,False,False
00000683,00000175,False,False
00000683,AZWAAN,False,False
00000683,00000345,False,False
00000683,00000165,False,False
ZH000843,DIJZEREN,False,False
00000683,CSASCHI2,False,False
ZH000745,DJANSEN9,False,False
ZH000681,DJONG7,False,False
00000683,00000682,False,False
00000683,DANDRIES,False,False
00000683,00000167,False,False
00000683,00000347,False,False
00000683,00000171,False,False
00000683,JHARING5,False,False
00000683,JNIJS2,False,False
00000683,00000162,False,False
00000683,00000166,False,False
00000683,00000168,False,False
ZH000843,ESLUIS,False,False
00000683,LVERSTE5,False,False
00000683,00000170,False,False
00000683,MPERIC,False,False
00000683,RHERSBAC,False,False
00000683,00000169,False,False
00000683,SAMEIJD2,False,False
00000683,00000172,False,False
00000683,TDIJKGRA,False,False
00000683,VHOOGEBO,False,False
00000683,VSCHREUD,False,False
00000683,00000348,False,False
ZH000818,ESOETEND,False,False
ZH000685,ESPRICK,False,False
ZH000681,ESTAWECK,False,False
ZH000970,ETAP,False,False
ZH000731,MLEIJEN,True,True
ZH000971,ETAP,False,False
ZH000783,ETEEKENS,False,False
ZH000818,HKOUDIJ3,False,False
ZH000968,HKRAGT3,False,False
ZH001424,00000147,True,False
ZH001424,KYAOUTI2,False,False
ZH001072,00001036,False,False
ZH000984,00001038,False,False
ZH001072,00001037,False,False
ZH000985,00001038,False,False
ZH000745,IPREVO,False,False
ZH000986,00001038,False,False
ZH000987,00001038,False,False
ZH000067,NBEHARI,True,True
ZH000681,IREUVER,False,False
ZH000782,ISCHIMM2,False,False
ZH000681,ISIJBESM,False,False
ZH000843,ISPAAN,False,False
ZH000672,ISTOUTJE,False,False
ZH000758,ITHIJ2,False,False
ZH000873,ITILRO,False,False
ZH000758,IVERBEEK,False,False
ZH000818,PLONT,False,False
ZH000818,RMUILWIJ,False,False
SYSBH,SVAARTJE,False,True
CS000013,MFIRDAOU,False,False
ZH000685,JHARTOG5,False,False
ZH000685,JHEIJDE,False,False
ZH000758,JHEINING,False,False
ZH000818,JHEKMAN,False,False
ZH000873,JSUYKERB,False,False
ZH000745,JTABAK,False,False
ZH001253,JTOTTE2,False,False
ZH000873,JUTRECHT,False,False
ZH000730,JVEEN19,False,False
ZH000758,JVEENEMA,False,False
ZH000685,JVEN2,False,False
ZH000783,JVERNOO6,False,False
ZH000782,JVERWEI4,False,False
ZH000685,JVIS7,False,False
ZH000782,00001001,True,False
ZH000783,00001001,True,False
ZH000730,00001003,True,False
ZH000758,LBEEK18,False,False
ZH000758,EGROENE5,False,False
ZH000758,MNIEUWBO,False,False
ZH000758,NHUIZING,False,False
ZH000746,EBRUIJN,False,False
BAPKLI,ASCHUPP2,False,False
ZH000873,KVERSCHO,False,False
ZH000685,KVERSLO2,False,False
ZH000744,KVRIES6,False,False
ZH000607,KWAGELAA,False,False
ZH000758,LKLYN,False,False
ZH001407,GHOP,True,True
ZH001848,LMIESSEN,False,False
00001009,MBREE,False,False
ZH000645,00001040,True,False
ZH000818,LKOETEN,False,False
ZH000946,LKOK16,False,False
ZH000745,LKONSTAP,False,False
ZH000873,LKROESE2,False,False
ZH000744,LKUIPERS,False,False
ZH000681,LLAMMENS,False,False
ZH000607,LLAMMERS,False,False
ZH000873,LLIBERA2,False,False
ZH000783,LLION,False,False
ZH000843,LZIJDENB,False,False
ZH000685,LZWIERS2,False,False
ZH001504,LTIMME15,False,False
CS000013,RGALEN,False,False
ZH000681,MAALST,False,False
ZH000745,MABRAMS2,False,False
ZH000685,MADAMS6,False,False
ZH000685,MADRIAAN,False,False
ZH000730,MAGTERVE,False,False
ZH000685,MAPON,False,False
ZH000873,MBAALEN,False,False
ZH000685,MBAIJEN2,False,False
ZH000672,MMARCHAL,True,False
ZH001407,HVRIES5,False,True
ZH000758,MDOUMA,False,False
ZH000782,00000981,True,False
ZH000758,IPREVO,False,False
ZH000758,ABOERSTR,False,False
ZH000758,LZAAL2,False,False
ZH000746,LHERMSEN,False,False
ZH000243,CROEST,False,False
ZH000843,MDRIFT,False,False
ZH000758,MDUIMSTR,False,False
ZH000873,MECK,False,False
ZH001099,MEIJKING,False,False
ZH000608,MEIJKING,False,False
ZH001253,MEKKELEN,False,False
ZH000873,MELDERE2,False,False
ZH000683,MELSHOUD,False,False
BAPKLI,MBROER,False,False
BAPKLI,CBOUTHOO,False,False
BAPKLI,IMAN,False,False
BAPAGE,YBAKKER2,False,False
ZH000609,MKEMPER4,False,False
ZH000783,MKEMPJES,False,False
ZH000782,MPETER25,False,False
ZH000873,MPETERS2,False,False
ZH001509,HHUUSSEN,False,False
ZH000787,IHOOFF,True,False
ZH000681,IHOOFF,True,False
ZH000730,IHOOFF,True,False
